59471a8007e71de5fb9684f8	JUST IN | #France - Shooters target muslim family in their car. http://t.co/us4lplFWNQ http://t.co/2LhbA5w7Ch Escalating..! #CharlieHebdo	JUST IN | #France - Shooters target muslim family in their car. http://t.co/us4lplFWNQ http://t.co/2LhbA5w7Ch Escalating..! #CharlieHebdo a bunch of different types of scissors on a table .	JUST IN | #France - Shooters target muslim family in their car. http://t.co/us4lplFWNQ http://t.co/2LhbA5w7Ch Escalating..! #CharlieHebdo ndragon me-cetile-the-townsVaison-la Romaine Entrechaux Uchaux Sablet Piolenc Malaucène Camaret-sur-AiguesGigondas Orange Vacqueyras Beaumes-de-Venise Bédoin Jonquières ise Aubignan Courthézon Sarrians Montfaucon Ste Ateauneuf-du-Pape Carpentras Mazan Villes-sur-Auzon Bédarrides Monteux Malemort-du-Comtat avel Pujaut Sorgues Pernes-les-Fontaines du Gard Vedene Avianon Velleron Walls 	JUST IN | #France - Shooters target muslim family in their car. http://t.co/us4lplFWNQ http://t.co/2LhbA5w7Ch Escalating..! #CharlieHebdo a bunch of different types of scissors on a table . ndragon me-cetile-the-townsVaison-la Romaine Entrechaux Uchaux Sablet Piolenc Malaucène Camaret-sur-AiguesGigondas Orange Vacqueyras Beaumes-de-Venise Bédoin Jonquières ise Aubignan Courthézon Sarrians Montfaucon Ste Ateauneuf-du-Pape Carpentras Mazan Villes-sur-Auzon Bédarrides Monteux Malemort-du-Comtat avel Pujaut Sorgues Pernes-les-Fontaines du Gard Vedene Avianon Velleron Walls 	a bunch of different types of scissors on a table . ndragon me-cetile-the-townsVaison-la Romaine Entrechaux Uchaux Sablet Piolenc Malaucène Camaret-sur-AiguesGigondas Orange Vacqueyras Beaumes-de-Venise Bédoin Jonquières ise Aubignan Courthézon Sarrians Montfaucon Ste Ateauneuf-du-Pape Carpentras Mazan Villes-sur-Auzon Bédarrides Monteux Malemort-du-Comtat avel Pujaut Sorgues Pernes-les-Fontaines du Gard Vedene Avianon Velleron Walls 	0
59471a8007e71de5fb9684fa	23 Heartbreaking Cartoons From Artists Responding To The #CharlieHebdo Shooting http://t.co/CpbDfrpLEY @dennis_kamoen http://t.co/2KeMKSGV64	23 Heartbreaking Cartoons From Artists Responding To The #CharlieHebdo Shooting http://t.co/CpbDfrpLEY @dennis_kamoen http://t.co/2KeMKSGV64 a group of colorful birds sitting on top of a table .	23 Heartbreaking Cartoons From Artists Responding To The #CharlieHebdo Shooting http://t.co/CpbDfrpLEY @dennis_kamoen http://t.co/2KeMKSGV64	23 Heartbreaking Cartoons From Artists Responding To The #CharlieHebdo Shooting http://t.co/CpbDfrpLEY @dennis_kamoen http://t.co/2KeMKSGV64 a group of colorful birds sitting on top of a table .	a group of colorful birds sitting on top of a table .	0
59471a8007e71de5fb9684fc	Follow this list for journalists &amp	Follow this list for journalists &amp	Follow this list for journalists &amp	Follow this list for journalists &amp		0
59471a8007e71de5fb9684fe	Today, the whole world is Charlie (via @diklo69) http://t.co/vOuXCrsPKq #JeSuisCharlie	Today, the whole world is Charlie (via @diklo69) http://t.co/vOuXCrsPKq #JeSuisCharlie a bunch of different types of luggage on a shelf .	Today, the whole world is Charlie (via @diklo69) http://t.co/vOuXCrsPKq #JeSuisCharlie Tbe Northern Reho THE YONNE Pravda TODAYS ZAMAN I am murdered CHARLIE Barbarie remains mystery MASSACRED AT WORK murdered METRO DNA BERLINER KURIER Nein L&#39;est éclalr Faced with barharie CHARLIE TAHNON ALL CHARLIE CHARE MECVO NO Unsere Freiheit konnt ihr nicht ermorden Massacre THE WORLDSTANDS DAILY EXPRESS nice-morning al Uberation WE ALL INDEPENDENT E-BARSARIE ZAMAN CHARLIE HEBD MASSACRED IN MINUTES Tragic Balls toCHARLIE HEBDO 12 dead LHORREUR RAY DAY BLACK CHARLIE The Franke kills el Periódico TOpinioDarkday Courier mail EDST Humanity IS LIBERTY Daily Bail for iberté ASSASSINE THE WAR ON FREEDOM TERROR BY erald eige Daily Telegraph TOUSMörder! The mourning I am CHARLIE TERROR STRIKES TERROR PARIS ER IN PARIS DER STANDARD LAMONTAGNE They will not kill freedom N PARIS CHARLIEE HEBDO. The press 11 羽 ordLittoral 	Today, the whole world is Charlie (via @diklo69) http://t.co/vOuXCrsPKq #JeSuisCharlie a bunch of different types of luggage on a shelf . Tbe Northern Reho THE YONNE Pravda TODAYS ZAMAN I am murdered CHARLIE Barbarie remains mystery MASSACRED AT WORK murdered METRO DNA BERLINER KURIER Nein L&#39;est éclalr Faced with barharie CHARLIE TAHNON ALL CHARLIE CHARE MECVO NO Unsere Freiheit konnt ihr nicht ermorden Massacre THE WORLDSTANDS DAILY EXPRESS nice-morning al Uberation WE ALL INDEPENDENT E-BARSARIE ZAMAN CHARLIE HEBD MASSACRED IN MINUTES Tragic Balls toCHARLIE HEBDO 12 dead LHORREUR RAY DAY BLACK CHARLIE The Franke kills el Periódico TOpinioDarkday Courier mail EDST Humanity IS LIBERTY Daily Bail for iberté ASSASSINE THE WAR ON FREEDOM TERROR BY erald eige Daily Telegraph TOUSMörder! The mourning I am CHARLIE TERROR STRIKES TERROR PARIS ER IN PARIS DER STANDARD LAMONTAGNE They will not kill freedom N PARIS CHARLIEE HEBDO. The press 11 羽 ordLittoral 	a bunch of different types of luggage on a shelf . Tbe Northern Reho THE YONNE Pravda TODAYS ZAMAN I am murdered CHARLIE Barbarie remains mystery MASSACRED AT WORK murdered METRO DNA BERLINER KURIER Nein L&#39;est éclalr Faced with barharie CHARLIE TAHNON ALL CHARLIE CHARE MECVO NO Unsere Freiheit konnt ihr nicht ermorden Massacre THE WORLDSTANDS DAILY EXPRESS nice-morning al Uberation WE ALL INDEPENDENT E-BARSARIE ZAMAN CHARLIE HEBD MASSACRED IN MINUTES Tragic Balls toCHARLIE HEBDO 12 dead LHORREUR RAY DAY BLACK CHARLIE The Franke kills el Periódico TOpinioDarkday Courier mail EDST Humanity IS LIBERTY Daily Bail for iberté ASSASSINE THE WAR ON FREEDOM TERROR BY erald eige Daily Telegraph TOUSMörder! The mourning I am CHARLIE TERROR STRIKES TERROR PARIS ER IN PARIS DER STANDARD LAMONTAGNE They will not kill freedom N PARIS CHARLIEE HEBDO. The press 11 羽 ordLittoral 	0
59471a8007e71de5fb968500	The first person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/3JZLRAKN72	The first person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/3JZLRAKN72 a man is skateboarding down a street next to a building .	The first person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/3JZLRAKN72	The first person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/3JZLRAKN72 a man is skateboarding down a street next to a building .	a man is skateboarding down a street next to a building .	0
59471a8007e71de5fb968502	Above us only sky. #CharlieHebdo http://t.co/WeGydbsacQ	Above us only sky. #CharlieHebdo http://t.co/WeGydbsacQ a bunch of different types of scissors on a table .	Above us only sky. #CharlieHebdo http://t.co/WeGydbsacQ	Above us only sky. #CharlieHebdo http://t.co/WeGydbsacQ a bunch of different types of scissors on a table .	a bunch of different types of scissors on a table .	0
59471a8007e71de5fb968506	This cartoon from Gado nails it - #JeSuisCharlie @iGaddo http://t.co/G4uLLfD48N	This cartoon from Gado nails it - #JeSuisCharlie @iGaddo http://t.co/G4uLLfD48N a man holding a pair of scissors in front of a wall .	This cartoon from Gado nails it - #JeSuisCharlie @iGaddo http://t.co/G4uLLfD48N #I AM CHARLIE 	This cartoon from Gado nails it - #JeSuisCharlie @iGaddo http://t.co/G4uLLfD48N a man holding a pair of scissors in front of a wall . #I AM CHARLIE 	a man holding a pair of scissors in front of a wall . #I AM CHARLIE 	0
59471a8007e71de5fb96850c	You're not Charlie Hebdo unless you are prepared to retweet its most "offensive" cartoons  #iamcharlie http://t.co/fbyn2UEcn0	You're not Charlie Hebdo unless you are prepared to retweet its most "offensive" cartoons  #iamcharlie http://t.co/fbyn2UEcn0 a bunch of different types of scissors on a table .	You're not Charlie Hebdo unless you are prepared to retweet its most "offensive" cartoons  #iamcharlie http://t.co/fbyn2UEcn0 THE INTELLITE CATHOS AGAINST THEATER CHARIA HEBDO 1OO LASHE IF yOURE NOT DING OF LAUGHTER 1e2 	You're not Charlie Hebdo unless you are prepared to retweet its most "offensive" cartoons  #iamcharlie http://t.co/fbyn2UEcn0 a bunch of different types of scissors on a table . THE INTELLITE CATHOS AGAINST THEATER CHARIA HEBDO 1OO LASHE IF yOURE NOT DING OF LAUGHTER 1e2 	a bunch of different types of scissors on a table . THE INTELLITE CATHOS AGAINST THEATER CHARIA HEBDO 1OO LASHE IF yOURE NOT DING OF LAUGHTER 1e2 	0
59471a8007e71de5fb96850e	Photos: Thousands gather to express solidarity after attacks in Paris. http://t.co/ta8XHTulLR #CharlieHebdo http://t.co/tJGXoGppqt	Photos: Thousands gather to express solidarity after attacks in Paris. http://t.co/ta8XHTulLR #CharlieHebdo http://t.co/tJGXoGppqt a bunch of different types of different types of scissors .	Photos: Thousands gather to express solidarity after attacks in Paris. http://t.co/ta8XHTulLR #CharlieHebdo http://t.co/tJGXoGppqt	Photos: Thousands gather to express solidarity after attacks in Paris. http://t.co/ta8XHTulLR #CharlieHebdo http://t.co/tJGXoGppqt a bunch of different types of different types of scissors .	a bunch of different types of different types of scissors .	0
59471a8007e71de5fb968511	At Hong Kong's Foreign Correspondents' Club just now. #JeSuisCharlie http://t.co/rzm4arU3Rb	At Hong Kong's Foreign Correspondents' Club just now. #JeSuisCharlie http://t.co/rzm4arU3Rb a group of people standing around a building with a clock .	At Hong Kong's Foreign Correspondents' Club just now. #JeSuisCharlie http://t.co/rzm4arU3Rb	At Hong Kong's Foreign Correspondents' Club just now. #JeSuisCharlie http://t.co/rzm4arU3Rb a group of people standing around a building with a clock .	a group of people standing around a building with a clock .	0
59471a8007e71de5fb968513	French Muslims condemn the Charlie Hebdo shooting http://t.co/ybORInfaLK http://t.co/SLUJRFhy3u	French Muslims condemn the Charlie Hebdo shooting http://t.co/ybORInfaLK http://t.co/SLUJRFhy3u	French Muslims condemn the Charlie Hebdo shooting http://t.co/ybORInfaLK http://t.co/SLUJRFhy3u	French Muslims condemn the Charlie Hebdo shooting http://t.co/ybORInfaLK http://t.co/SLUJRFhy3u		0
59471a8007e71de5fb968517	A good summary via @AntonLaGuardia. #JeSuisCharlie #CharlieHebdo http://t.co/938GZ4T6d3	A good summary via @AntonLaGuardia. #JeSuisCharlie #CharlieHebdo http://t.co/938GZ4T6d3 a person holding a pair of scissors and a pair of scissors .	A good summary via @AntonLaGuardia. #JeSuisCharlie #CharlieHebdo http://t.co/938GZ4T6d3 TIENS, THE MORE I CUT THE HEAD MORE POINTS 	A good summary via @AntonLaGuardia. #JeSuisCharlie #CharlieHebdo http://t.co/938GZ4T6d3 a person holding a pair of scissors and a pair of scissors . TIENS, THE MORE I CUT THE HEAD MORE POINTS 	a person holding a pair of scissors and a pair of scissors . TIENS, THE MORE I CUT THE HEAD MORE POINTS 	0
59471a8007e71de5fb96851a	Western double standards hit a new low following #CharlieHebdo \nBy cartoonist @LatuffCartoons http://t.co/cvuwTFU7XY	Western double standards hit a new low following #CharlieHebdo \nBy cartoonist @LatuffCartoons http://t.co/cvuwTFU7XY a bunch of different types of different types of scissors .	Western double standards hit a new low following #CharlieHebdo \nBy cartoonist @LatuffCartoons http://t.co/cvuwTFU7XY	Western double standards hit a new low following #CharlieHebdo \nBy cartoonist @LatuffCartoons http://t.co/cvuwTFU7XY a bunch of different types of different types of scissors .	a bunch of different types of different types of scissors .	0
59471a8007e71de5fb96851c	French police still haven’t found the #CharlieHebdo killers – here’s the latest: http://t.co/btfj0Wai6L http://t.co/8B6zLeYO93	French police still haven’t found the #CharlieHebdo killers – here’s the latest: http://t.co/btfj0Wai6L http://t.co/8B6zLeYO93 a black and white photo of a black and white photo	French police still haven’t found the #CharlieHebdo killers – here’s the latest: http://t.co/btfj0Wai6L http://t.co/8B6zLeYO93	French police still haven’t found the #CharlieHebdo killers – here’s the latest: http://t.co/btfj0Wai6L http://t.co/8B6zLeYO93 a black and white photo of a black and white photo	a black and white photo of a black and white photo	0
59471a8007e71de5fb968520	RT @LucilleClerc: Break one, thousand will rise #CharlieHebdo #JeSuisCharlie #raiseyourpencilforfreedom http://t.co/j6eGzOB6lk	RT @LucilleClerc: Break one, thousand will rise #CharlieHebdo #JeSuisCharlie #raiseyourpencilforfreedom http://t.co/j6eGzOB6lk a pair of scissors and a pair of scissors .	RT @LucilleClerc: Break one, thousand will rise #CharlieHebdo #JeSuisCharlie #raiseyourpencilforfreedom http://t.co/j6eGzOB6lk 	RT @LucilleClerc: Break one, thousand will rise #CharlieHebdo #JeSuisCharlie #raiseyourpencilforfreedom http://t.co/j6eGzOB6lk a pair of scissors and a pair of scissors . 	a pair of scissors and a pair of scissors .	0
59471a8007e71de5fb968522	We stand in solidarity with our Ally #France #CharlieHebdo http://t.co/fSKet6jG1F	We stand in solidarity with our Ally #France #CharlieHebdo http://t.co/fSKet6jG1F a stop sign with a sky background and a man flying a kite .	We stand in solidarity with our Ally #France #CharlieHebdo http://t.co/fSKet6jG1F	We stand in solidarity with our Ally #France #CharlieHebdo http://t.co/fSKet6jG1F a stop sign with a sky background and a man flying a kite .	a stop sign with a sky background and a man flying a kite .	0
59471a8007e71de5fb968524	A picture says more than a thousand words. #CharlieHebdo http://t.co/f4HSXz0qIj	A picture says more than a thousand words. #CharlieHebdo http://t.co/f4HSXz0qIj	A picture says more than a thousand words. #CharlieHebdo http://t.co/f4HSXz0qIj	A picture says more than a thousand words. #CharlieHebdo http://t.co/f4HSXz0qIj		0
59471a8007e71de5fb968525	Media translates"By the way I love you" 2 Allah Akbar:) #ParisShooting #CharlieHebdo #JeSuisCharlie @JamilaBoughelaf http://t.co/in0VVlUbJg	Media translates"By the way I love you" 2 Allah Akbar:) #ParisShooting #CharlieHebdo #JeSuisCharlie @JamilaBoughelaf http://t.co/in0VVlUbJg a close up of a clock on a table	Media translates"By the way I love you" 2 Allah Akbar:) #ParisShooting #CharlieHebdo #JeSuisCharlie @JamilaBoughelaf http://t.co/in0VVlUbJg telePAVIA ALLAH AND GRANDEVIGEVANO MYSTERY SUPPORT TO THE PARK 	Media translates"By the way I love you" 2 Allah Akbar:) #ParisShooting #CharlieHebdo #JeSuisCharlie @JamilaBoughelaf http://t.co/in0VVlUbJg a close up of a clock on a table telePAVIA ALLAH AND GRANDEVIGEVANO MYSTERY SUPPORT TO THE PARK 	a close up of a clock on a table telePAVIA ALLAH AND GRANDEVIGEVANO MYSTERY SUPPORT TO THE PARK 	0
59471a8007e71de5fb968531	Paris Terrorist was Radicalized by Bush’s Iraq War, Abu Ghraib Torture http://t.co/0Gz5nKVpQP http://t.co/AwgpcRWca7	Paris Terrorist was Radicalized by Bush’s Iraq War, Abu Ghraib Torture http://t.co/0Gz5nKVpQP http://t.co/AwgpcRWca7 a man is sitting in front of a laptop .	Paris Terrorist was Radicalized by Bush’s Iraq War, Abu Ghraib Torture http://t.co/0Gz5nKVpQP http://t.co/AwgpcRWca7 	Paris Terrorist was Radicalized by Bush’s Iraq War, Abu Ghraib Torture http://t.co/0Gz5nKVpQP http://t.co/AwgpcRWca7 a man is sitting in front of a laptop . 	a man is sitting in front of a laptop .	0
59471a8007e71de5fb968533	#EU flags are flying at half-mast in Brussels today. RT:@EU_Commission #JeSuisCharlie http://t.co/vJiuHjQJ4M	#EU flags are flying at half-mast in Brussels today. RT:@EU_Commission #JeSuisCharlie http://t.co/vJiuHjQJ4M a sign that is on a pole with a sign on it .	#EU flags are flying at half-mast in Brussels today. RT:@EU_Commission #JeSuisCharlie http://t.co/vJiuHjQJ4M	#EU flags are flying at half-mast in Brussels today. RT:@EU_Commission #JeSuisCharlie http://t.co/vJiuHjQJ4M a sign that is on a pole with a sign on it .	a sign that is on a pole with a sign on it .	0
59471a8007e71de5fb968536	Salman Rushdie makes an impassioned plea to defend the art of satire #CharlieHebdo http://t.co/brDi8yvxKf http://t.co/GXppLKIzc0	Salman Rushdie makes an impassioned plea to defend the art of satire #CharlieHebdo http://t.co/brDi8yvxKf http://t.co/GXppLKIzc0 a man wearing a suit and tie with a tie .	Salman Rushdie makes an impassioned plea to defend the art of satire #CharlieHebdo http://t.co/brDi8yvxKf http://t.co/GXppLKIzc0	Salman Rushdie makes an impassioned plea to defend the art of satire #CharlieHebdo http://t.co/brDi8yvxKf http://t.co/GXppLKIzc0 a man wearing a suit and tie with a tie .	a man wearing a suit and tie with a tie .	0
59471a8007e71de5fb968538	#Iran's regime been the pioneer in initiating and nourishing the killing Fatwa! #JeSuisCharlie http://t.co/hlgF1Ugkjl http://t.co/dI7iz9SxJ1	#Iran's regime been the pioneer in initiating and nourishing the killing Fatwa! #JeSuisCharlie http://t.co/hlgF1Ugkjl http://t.co/dI7iz9SxJ1	#Iran's regime been the pioneer in initiating and nourishing the killing Fatwa! #JeSuisCharlie http://t.co/hlgF1Ugkjl http://t.co/dI7iz9SxJ1	#Iran's regime been the pioneer in initiating and nourishing the killing Fatwa! #JeSuisCharlie http://t.co/hlgF1Ugkjl http://t.co/dI7iz9SxJ1		0
59471a8007e71de5fb96853a	Much respect to @washingtonpost for this. Seriously, thank you:\nhttp://t.co/V78xiVa4Ba http://t.co/j9rHfjeYFD	Much respect to @washingtonpost for this. Seriously, thank you:\nhttp://t.co/V78xiVa4Ba http://t.co/j9rHfjeYFD a picture of a person holding a cell phone .	Much respect to @washingtonpost for this. Seriously, thank you:\nhttp://t.co/V78xiVa4Ba http://t.co/j9rHfjeYFD 	Much respect to @washingtonpost for this. Seriously, thank you:\nhttp://t.co/V78xiVa4Ba http://t.co/j9rHfjeYFD a picture of a person holding a cell phone . 	a picture of a person holding a cell phone .	0
59471a8007e71de5fb96853d	A few of the best cartoons drawn &amp	A few of the best cartoons drawn &amp	A few of the best cartoons drawn &amp	A few of the best cartoons drawn &amp		0
59471a8007e71de5fb968545	RT @LatuffCartoons: So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech http://t.co/w01kqWJqFb	RT @LatuffCartoons: So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech http://t.co/w01kqWJqFb	RT @LatuffCartoons: So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech http://t.co/w01kqWJqFb	RT @LatuffCartoons: So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech http://t.co/w01kqWJqFb		0
59471a8007e71de5fb968549	This is how the world's cartoonists responded to the #CharlieHebdo attack: http://t.co/O6rajLv4DX\n\n#JeSuisCharlie http://t.co/VcLJyMsCJH	This is how the world's cartoonists responded to the #CharlieHebdo attack: http://t.co/O6rajLv4DX\n\n#JeSuisCharlie http://t.co/VcLJyMsCJH	This is how the world's cartoonists responded to the #CharlieHebdo attack: http://t.co/O6rajLv4DX\n\n#JeSuisCharlie http://t.co/VcLJyMsCJH	This is how the world's cartoonists responded to the #CharlieHebdo attack: http://t.co/O6rajLv4DX\n\n#JeSuisCharlie http://t.co/VcLJyMsCJH		0
59471a8007e71de5fb96854b	How people in France view Muslims: Very positively #CharlieHebdo http://t.co/mri0tPun5U http://t.co/7ebMQhBs88	How people in France view Muslims: Very positively #CharlieHebdo http://t.co/mri0tPun5U http://t.co/7ebMQhBs88 a close up of a keyboard and a mouse	How people in France view Muslims: Very positively #CharlieHebdo http://t.co/mri0tPun5U http://t.co/7ebMQhBs88	How people in France view Muslims: Very positively #CharlieHebdo http://t.co/mri0tPun5U http://t.co/7ebMQhBs88 a close up of a keyboard and a mouse	a close up of a keyboard and a mouse	0
59471a8007e71de5fb96854d	I can only draw using my mouth, I did my best.\n\nThe pencil is stronger than the gun. #JeSuisCharlie http://t.co/AS6IGtJYum	I can only draw using my mouth, I did my best.\n\nThe pencil is stronger than the gun. #JeSuisCharlie http://t.co/AS6IGtJYum 	I can only draw using my mouth, I did my best.\n\nThe pencil is stronger than the gun. #JeSuisCharlie http://t.co/AS6IGtJYum 	I can only draw using my mouth, I did my best.\n\nThe pencil is stronger than the gun. #JeSuisCharlie http://t.co/AS6IGtJYum  		0
59471a8007e71de5fb96854f	I don't agree with what you have to say,\nbut I'll defend to the death your right to say it.\n#Voltaire\n\n#JeSuisCharlie http://t.co/0bTQmQPmn1	I don't agree with what you have to say,\nbut I'll defend to the death your right to say it.\n#Voltaire\n\n#JeSuisCharlie http://t.co/0bTQmQPmn1 a group of people standing in front of a blue and white photo .	I don't agree with what you have to say,\nbut I'll defend to the death your right to say it.\n#Voltaire\n\n#JeSuisCharlie http://t.co/0bTQmQPmn1 Cabu Charb Tignous CHARL HEBCD olinski CHARLIE HEBDO 08-01-15 	I don't agree with what you have to say,\nbut I'll defend to the death your right to say it.\n#Voltaire\n\n#JeSuisCharlie http://t.co/0bTQmQPmn1 a group of people standing in front of a blue and white photo . Cabu Charb Tignous CHARL HEBCD olinski CHARLIE HEBDO 08-01-15 	a group of people standing in front of a blue and white photo . Cabu Charb Tignous CHARL HEBCD olinski CHARLIE HEBDO 08-01-15 	0
59471a8007e71de5fb968551	Donald Trump blames #CharlieHebdo massacre on France's strict gun laws http://t.co/gqzhHqeZbA http://t.co/ZkMY42uw7D	Donald Trump blames #CharlieHebdo massacre on France's strict gun laws http://t.co/gqzhHqeZbA http://t.co/ZkMY42uw7D a close up of a black and white photo of a cell phone	Donald Trump blames #CharlieHebdo massacre on France's strict gun laws http://t.co/gqzhHqeZbA http://t.co/ZkMY42uw7D	Donald Trump blames #CharlieHebdo massacre on France's strict gun laws http://t.co/gqzhHqeZbA http://t.co/ZkMY42uw7D a close up of a black and white photo of a cell phone	a close up of a black and white photo of a cell phone	0
59471a8007e71de5fb968553	Grenades thrown at mosque in France, day after #CharlieHebdo attack: Officials http://t.co/Tmk64xeuo5 http://t.co/lQGYXz99UH	Grenades thrown at mosque in France, day after #CharlieHebdo attack: Officials http://t.co/Tmk64xeuo5 http://t.co/lQGYXz99UH a group of people standing next to a red truck .	Grenades thrown at mosque in France, day after #CharlieHebdo attack: Officials http://t.co/Tmk64xeuo5 http://t.co/lQGYXz99UH 	Grenades thrown at mosque in France, day after #CharlieHebdo attack: Officials http://t.co/Tmk64xeuo5 http://t.co/lQGYXz99UH a group of people standing next to a red truck . 	a group of people standing next to a red truck .	0
59471a8007e71de5fb968558	Minute of silence for #CharlieHebdo. My heart is with France. Together we will protect our values http://t.co/MEB1mSZIm6	Minute of silence for #CharlieHebdo. My heart is with France. Together we will protect our values http://t.co/MEB1mSZIm6 a bunch of cars parked in front of a building .	Minute of silence for #CharlieHebdo. My heart is with France. Together we will protect our values http://t.co/MEB1mSZIm6	Minute of silence for #CharlieHebdo. My heart is with France. Together we will protect our values http://t.co/MEB1mSZIm6 a bunch of cars parked in front of a building .	a bunch of cars parked in front of a building .	0
59471a8007e71de5fb96855a	Illustrators and cartoonists respond to the horrific attack at Charlie Hebdo #JeSuisCharlie http://t.co/lpy41iM6zE http://t.co/r6ERv3PFRg	Illustrators and cartoonists respond to the horrific attack at Charlie Hebdo #JeSuisCharlie http://t.co/lpy41iM6zE http://t.co/r6ERv3PFRg a close up of a person holding a cell phone	Illustrators and cartoonists respond to the horrific attack at Charlie Hebdo #JeSuisCharlie http://t.co/lpy41iM6zE http://t.co/r6ERv3PFRg I&#39;m Suix CHARLIE 	Illustrators and cartoonists respond to the horrific attack at Charlie Hebdo #JeSuisCharlie http://t.co/lpy41iM6zE http://t.co/r6ERv3PFRg a close up of a person holding a cell phone I&#39;m Suix CHARLIE 	a close up of a person holding a cell phone I&#39;m Suix CHARLIE 	0
59471a8007e71de5fb96855c	Why we must not let the Isis propoganda machine win #CharlieHebdo #JeSuisCharlie http://t.co/gkyX9b7DD2 http://t.co/e5wMYWnTSG	Why we must not let the Isis propoganda machine win #CharlieHebdo #JeSuisCharlie http://t.co/gkyX9b7DD2 http://t.co/e5wMYWnTSG a man holding a cell phone in front of a crowd .	Why we must not let the Isis propoganda machine win #CharlieHebdo #JeSuisCharlie http://t.co/gkyX9b7DD2 http://t.co/e5wMYWnTSG	Why we must not let the Isis propoganda machine win #CharlieHebdo #JeSuisCharlie http://t.co/gkyX9b7DD2 http://t.co/e5wMYWnTSG a man holding a cell phone in front of a crowd .	a man holding a cell phone in front of a crowd .	0
59471a8007e71de5fb968560	We are observing a minute's silence today at 11am. If you support press freedom please share &amp	We are observing a minute's silence today at 11am. If you support press freedom please share &amp	We are observing a minute's silence today at 11am. If you support press freedom please share &amp	We are observing a minute's silence today at 11am. If you support press freedom please share &amp		0
59471a8007e71de5fb968564	Steve Bell's cartoon on the Charlie Hebdo attack: http://t.co/AdVfwBB5AP http://t.co/5jPLPdRI8a	Steve Bell's cartoon on the Charlie Hebdo attack: http://t.co/AdVfwBB5AP http://t.co/5jPLPdRI8a a group of motorcycles parked on a sidewalk .	Steve Bell's cartoon on the Charlie Hebdo attack: http://t.co/AdVfwBB5AP http://t.co/5jPLPdRI8a	Steve Bell's cartoon on the Charlie Hebdo attack: http://t.co/AdVfwBB5AP http://t.co/5jPLPdRI8a a group of motorcycles parked on a sidewalk .	a group of motorcycles parked on a sidewalk .	0
59471a8007e71de5fb968566	We are observing a minute's silence today at 11am. If you support press freedom please share &amp	We are observing a minute's silence today at 11am. If you support press freedom please share &amp	We are observing a minute's silence today at 11am. If you support press freedom please share &amp	We are observing a minute's silence today at 11am. If you support press freedom please share &amp		0
59471a8007e71de5fb96856a	Pictured: Ahmed Merabet, hero officer executed in #CharlieHebdo attack http://t.co/kdXVG9ujTs http://t.co/SfRItPotb2	Pictured: Ahmed Merabet, hero officer executed in #CharlieHebdo attack http://t.co/kdXVG9ujTs http://t.co/SfRItPotb2 a man in a suit and tie with a tie .	Pictured: Ahmed Merabet, hero officer executed in #CharlieHebdo attack http://t.co/kdXVG9ujTs http://t.co/SfRItPotb2 Twitter  	Pictured: Ahmed Merabet, hero officer executed in #CharlieHebdo attack http://t.co/kdXVG9ujTs http://t.co/SfRItPotb2 a man in a suit and tie with a tie . Twitter  	a man in a suit and tie with a tie . Twitter  	0
59471a8007e71de5fb96856e	→ http://t.co/xPvOBDBRHv Charlie Hebdo  584 Satirical Newspaper Charlie Hebdo Braved Earlier Attack And Threats Befo… http://t.co/cwi3JMqz5h	→ http://t.co/xPvOBDBRHv Charlie Hebdo  584 Satirical Newspaper Charlie Hebdo Braved Earlier Attack And Threats Befo… http://t.co/cwi3JMqz5h	→ http://t.co/xPvOBDBRHv Charlie Hebdo  584 Satirical Newspaper Charlie Hebdo Braved Earlier Attack And Threats Befo… http://t.co/cwi3JMqz5h	→ http://t.co/xPvOBDBRHv Charlie Hebdo  584 Satirical Newspaper Charlie Hebdo Braved Earlier Attack And Threats Befo… http://t.co/cwi3JMqz5h		0
59471a8007e71de5fb968572	UPDATED: Blast erupts near French mosque in wake of #CharlieHebdo attack, according to report http://t.co/MDJT3YSq5i http://t.co/3vqFRmTB1V	UPDATED: Blast erupts near French mosque in wake of #CharlieHebdo attack, according to report http://t.co/MDJT3YSq5i http://t.co/3vqFRmTB1V 	UPDATED: Blast erupts near French mosque in wake of #CharlieHebdo attack, according to report http://t.co/MDJT3YSq5i http://t.co/3vqFRmTB1V 	UPDATED: Blast erupts near French mosque in wake of #CharlieHebdo attack, according to report http://t.co/MDJT3YSq5i http://t.co/3vqFRmTB1V  		0
